"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",1,0.0997694994966473,0.336496245138448,0.434735917299287,0.402421755469719,0.216439945750477,0.305445861144016,0.330736375871815,0.0922283514841833,0.214056893492079,0.356706303848876,0.345277231976113,0.354487219727471,0.338134854174744,0.245930761426365,0.498236819555251,0.370398963678327,0.3472730245774,0.189567175198649,0.214237322208112,0.328962042625209,0.105248985246332
"2",0.0997694994966473,1,0.319016117113579,0.112088419630073,0.119761871766922,0.0740826741387725,0.160123475173211,0.0504958062075398,0.31436158711341,0.0838795208241354,0.144101539073904,0.195437554940692,0.142886463497515,0.164481858346843,0.165101558790394,0.169017899288456,0.0868602097273516,0.164506891242444,0.203107891982686,0.201703916777605,0.20451839600968,0.230722065792779
"3",0.336496245138448,0.319016117113579,1,0.379729487068721,0.309672738072587,0.226166231379692,0.382412172092128,0.258238944985163,0.299824406305889,0.192848135686737,0.349870664758675,0.409349681695853,0.317462176142647,0.370441960045789,0.311498795562836,0.418328233973443,0.32696760044118,0.374382478123241,0.341714946482947,0.325414353985714,0.417541096415802,0.20302540676852
"4",0.434735917299287,0.112088419630073,0.379729487068721,1,0.40035849707996,0.277049213196524,0.408399771364908,0.348751660652655,0.124178624600639,0.215281313391917,0.36841068222981,0.441031463424692,0.343654104548276,0.350961265000437,0.333608818266237,0.415537964024535,0.382599152482444,0.381390931777953,0.185073277274462,0.243754742909062,0.4109272090258,0.0980814310668847
"5",0.402421755469719,0.119761871766922,0.309672738072587,0.40035849707996,1,0.25725812419776,0.339723418036956,0.268460951648735,0.0955753630437954,0.258520757806731,0.29836884472869,0.346088443761258,0.301624087910548,0.314422046272581,0.261221847459169,0.394946071851077,0.310637761854466,0.32189759649444,0.165047944087373,0.199220171321202,0.333973809766241,0.131766658800658
"6",0.216439945750477,0.0740826741387725,0.226166231379692,0.277049213196524,0.25725812419776,1,0.513677845950844,0.221188047479137,0.11303688395987,0.322410126991448,0.327010933780106,0.312659805891786,0.46625702520807,0.400777959202608,0.359570948384766,0.243008034572954,0.281255213835431,0.512448744835352,0.166350143205098,0.100053494672334,0.271450070742101,0.164679834209009
"7",0.305445861144016,0.160123475173211,0.382412172092128,0.408399771364908,0.339723418036956,0.513677845950844,1,0.297504660711392,0.128524130738481,0.282498008342797,0.344438330966057,0.42370446332527,0.441806126826196,0.440646463799419,0.391606315600411,0.388329342386902,0.390092607442557,0.50070488524725,0.268682994565566,0.221414210791108,0.483082882410031,0.167628653120695
"8",0.330736375871815,0.0504958062075398,0.258238944985163,0.348751660652655,0.268460951648735,0.221188047479137,0.297504660711392,1,-0.0153724196083929,0.158189236821341,0.628621621466411,0.252527858065094,0.313212172627669,0.280157137931634,0.299899777595134,0.321595841571526,0.590105488948073,0.278985889474081,0.160010025931981,0.174767814050768,0.295351663652584,0.0791303533871876
"9",0.0922283514841833,0.31436158711341,0.299824406305889,0.124178624600639,0.0955753630437954,0.11303688395987,0.128524130738481,-0.0153724196083929,1,0.13445002617899,0.115672207255142,0.166696180167018,0.167341399803621,0.120284040731072,0.186679585011905,0.189382492320396,0.0370620502070316,0.149456137552882,0.248604498411294,0.158413436833828,0.136830819919148,0.257165472883449
"10",0.214056893492079,0.0838795208241354,0.192848135686737,0.215281313391917,0.258520757806731,0.322410126991448,0.282498008342797,0.158189236821341,0.13445002617899,1,0.271174769083864,0.245390808506488,0.301923267184675,0.253480898237834,0.29427541372565,0.290097556609112,0.217563566733635,0.292239941268307,0.127575490631141,0.0832067725764555,0.191991185417915,0.130808179447493
