"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"1","Medical literature and database search; statistics","https://www.upwork.com/job/Medical-literature-and-database-search-statistics_~01f734d2305f32f729/","Expert",NA,2019-06-13,"Medical literature and database search and analysis","Biochemistry, Bioinformatics, Biotechnology,   ",2,"$6k+ ","No feedback yet","Canada",NA,NA,NA
"2","Quantitative Finance or Financial Engineering professional needed to Build an Anomaly detection Algo","https://www.upwork.com/job/Quantitative-Finance-Financial-Engineering-professional-needed-Build-Anomaly-detection-Algo_~01983fbda02a8afba2/","Expert",300,2019-06-13,"I need to build a time series analysis model for a universe of assets. It needs to be able to run variance analysis and filter the stocks with constant variance...and then spit out a principal component analysis x and y plot catagorising the assets w ... more","Financial Analysis, Mathematics, MATLAB, Statistics,  ",NA,"$0 ","No feedback yet","Singapore",NA,NA,NA
"3","Testing developer needed for creating a responsive WordPress Theme","https://www.upwork.com/job/Testing-developer-needed-for-creating-responsive-WordPress-Theme_~015c443cadfe94e810/","Intermediate",NA,2019-06-13,"Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities less",NA,NA,"$0 ","No feedback yet","Brazil",NA,NA,NA
"4","Excel/VBA- Linear Programming-Creating Shifts","https://www.upwork.com/job/Excel-VBA-Linear-Programming-Creating-Shifts_~0190134ac2d312a136/","Expert",100,2019-06-13,"Need an Excel Based automated system that creates shift combinations based on the following constraints (not limited to) 1. Part time & Full time employees 2. Staff availability 3. Half hourly interval requirement - 12 hours operation (8am-8pm) 4. Ranking/priority - subjective and performance based 5. Day offs 6. Morning shift - mid - late, bi-monthly rotations Goal is to make sure that we have the required number of heads per interval while optimising the number of part time hours This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Excel VBA, Linear Programming,  ",NA,"$200+ ","5.00 Stars, based on 8 feedbacks","Australia",NA,5,8
"5","Agricultural Economics: Thesis about Food imports and food security in Mozambique","https://www.upwork.com/job/Agricultural-Economics-Thesis-about-Food-imports-and-food-security-Mozambique_~01a7e82e38c26adf21/","Entrylevel",NA,2019-06-13,"I need someone who really knows about Agricultural Economics. In fact, we can work together I would need help for some data entry and some statistical analysis. Since I'm just starting this thesis project, I would like to have some help to clearly state the research questions and methodology (which indicators to use). The initial question of the research was ""The trend in food imports still increasing in Sub-Saharan Africa? Please look at this site: https://ilsi.org/wp-content/uploads/2017/01/1_Tschirley_Urbanization-food-systems-and-the-diet.pdf see slide number 20, the research would like to reply a similar analysis in many countries or just focus on Mozambique and go with furthers topics. less","Academic Writing",NA,"$0 ","No feedback yet","Germany",NA,NA,NA
"6","Experienced data scientist who can facilitate workshops in the Data Science Master's Programme","https://www.upwork.com/job/Experienced-data-scientist-who-can-facilitate-workshops-the-Data-Science-Master-Programme_~017c00ae98471ac2c1/","Intermediate",NA,2019-06-13,"As European Leadership University offering a Data Science Master's Programme we are looking for Data Science Course Facilitators. As an ELU Data Science course facilitator, you will meet groups of students and facilitate their learning experience through online meet-ups over Zoom to help them master data science skills. The role is a great opportunity for experts in data science who has a desire to keep their skills sharp by developing others and would like to be part of a unique educational approach and a thriving community of talents, facilitators, mentors and sector leaders. Enablers • Proficiency in Python • Professional experience as a Data Scientist or in similar role • Previous training or mentorship experience • Alumni of Datacamp's Data Scientist with Python track • Experience with Python Data Science applications • Exposure to machine learning and data science tools and libraries such as pandas, Scikit-learn, Matplotlib and Seaborn • Good working knowledge of statistics and mathematical concepts • Excellent communication skills • Excellent command of English less","Python, Artificial Intelligence, Data Analytics, Data Science, ",NA,"$0 ","No feedback yet","Netherlands",NA,NA,NA
"7","Academic paper researcher - Statistics","https://www.upwork.com/job/Academic-paper-researcher-Statistics_~013595ba8792b55d0e/","Intermediate",NA,2019-06-13,"I am working on a paper to compare OLS regression model, krigging and random forest model for Spatial heat mapping. Availability of research papers is limited in one discipline, therefore one needs to investigate across various disciplines. I need someone, who understand these methods and can distil down research papers for me. Deliverable will be a list of peer-reviewed journal papers, with a couple of lines summary. less","Geospatial, Spatial Analysis",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"8","Data Scientist: Retail Demand Forecasting","https://www.upwork.com/job/Data-Scientist-Retail-Demand-Forecasting_~01f38cf805e069445f/","Intermediate",NA,2019-06-13,"Academic qualification in statistics, mathematics or similar field 3-4 years experience in statistical data analysis in R and/or Python Experience in linear, multiple, multilevel, time series, random forest and other non-parametric regressions Abilit ... more",NA,1,"$900k+ ","4.90 Stars, based on 52 feedbacks","South Africa",NA,4.9,52
"9","Design and analysis for a clinical trial","https://www.upwork.com/job/Design-and-analysis-for-clinical-trial_~01442da1f3800675a0/","Expert",NA,2019-06-13,"I need someone to help with the design and analysis of the clinical trial. Experience in writing SAP and biostatistics required. This job was posted from a mobile device, so please pardon any typos or any missing details.","Biostatistics, Data Analytics, SAS, Statistics",NA,"$700+ ","No feedback yet","Poland",NA,NA,NA
"10","Questions to Primary Scales mapping and Primary Scales mapped to statistical chart types.","https://www.upwork.com/job/Questions-Primary-Scales-mapping-and-Primary-Scales-mapped-statistical-chart-types_~01e02651e00efad0db/","Entrylevel",128,2019-06-13,"We are interested in mapping survey form question types to primary scales and then to map the primary scales to lists of possible statistically valid charts. These survey question types will later present as statistical graphs and reports for the answers/data to those survey questions, based on the Primary Scales. The Brief: Deliverables: 1. question types mapped to primary scales 2. primary scales mapped to report chart types Outcome – once a survey form question has been mapped to the relevant primary scale - a logic process will lead to processing path and result in the correct graphical output (and the report validation) being presented based on the Primary Scales. (ordinal, nominal, interval and ratio). The specifications for the task are contained in the attached spreadsheet. Thank you. less","Mathematics, Statistical Analysis",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
